age,bmi
0.0721516663116673,14.7647128749649
0.0765655482090188,14.8039297494966
0.0829137497686252,14.8603328499544
0.0866041423054694,14.9704489232968
0.0904093634095452,15.0115132825928
0.09488284855157,15.2176800565939
0.10039310965924,15.2707028779282
0.111191409281779,15.4763551544515
0.137702272896323,15.9696644278096
0.160458630092563,16.244873961469
0.167646431916857,16.1434975159557
0.173573781228062,16.2444729886046
0.178901939934568,16.2656522658174
0.185265863189063,16.4056160864293
0.193605415820807,16.2576930608824
0.209094313682119,16.4115775478725
0.231877456747888,16.619386584041
0.249091514880764,16.6807525424347
0.258915742432957,16.6211131796511
0.267788457211064,16.8840067983598
0.276377977009357,16.6700640897578
0.285813888078858,16.7572925979222
0.298422329156673,16.8287754023826
0.313842550644807,16.825646128527
0.328470753228765,16.8831135000564
0.341017132058448,17.0026682427408
0.352203988356587,17.0310699212212
0.362694286235312,17.1135993016772
0.373908632185075,17.0460539946112
0.386159934706958,16.9948173328596
0.401794092017173,16.9867327309253
0.422354226614613,17.0412690045022
0.442382616780146,17.1153998682086
0.460329029968382,17.3190715319316
0.476157572340829,17.1930676603677
0.490083863835336,17.2894887891818
0.504175742709945,17.2425423897544
0.519460449278762,17.3578014559062
0.538183807114108,17.3378996534777
0.558543427020117,17.2810678855654
0.578539401518357,17.334596273616
0.597967030167608,17.3057295270426
0.616379222760336,17.4111401271714
0.633844464645766,17.5315319055297
0.652244862627955,17.5456795920617
0.675905955063122,17.4735921721638
0.703238838494008,17.6194265998295
0.729805890277437,17.5616137394793
0.754265068327289,17.6676829468262
0.779361250714713,17.5888846637056
0.812862932238295,17.5628902492238
0.852854137764709,17.4925610468657
0.884037633005376,17.4936675365703
0.904305455348165,17.5781243004224
0.923534530294281,17.5185706253765
0.94276721666548,17.4774008521823
0.962135989118852,17.6749769141495
0.989438927635144,17.528854799156
1.03977296892328,17.3474408578359
1.10147448871992,17.3693214955794
1.14574199009587,17.4098417676138
1.17721407042949,17.365299573825
1.20764950218518,17.3663157073942
1.2426599757577,17.268800162541
1.32219578048314,17.1718568082386
1.43616259979515,17.0523820665018
1.52051212097494,16.9057699854912
1.58196060483822,16.9457142420775
1.64731924195303,16.8239322677942
1.72160712679883,16.8409721336394
1.83697647076837,16.6812180285838
1.97201647094461,16.6077127025325
2.07533739534443,16.4230802592149
2.1634510690171,16.4147629063391
2.26295608185962,16.5209883394198
2.38219738711153,16.3350454351315
2.55266489652452,16.3357931596371
2.78051974794972,16.1848395026225
2.95991873613302,16.2156767176207
3.0589782926132,15.9345816477125
3.14600292667559,16.0132426741689
3.24451193031694,16.0124691226484
3.39054243568278,16.045351171092
3.59787127555909,15.7768325936329
3.77658681809134,15.8762476147216
3.88824621509674,15.86208403182
3.99010630583281,15.8786878407893
4.10330693881522,15.8272682386571
4.27578903177216,15.6747640169337
4.6777788201402,15.6890824112684
5.06980997573306,15.625222605446
5.24764422933354,15.7359222757395
5.38150097315047,15.4342256297474
5.49573263108333,15.6385194151192
5.60680373089146,15.6844666203505
5.72422998535291,15.686053073776
5.84162566494778,15.5617494884278
5.96549196862129,15.7521848373661
6.12123616439702,15.5591143522077
6.33670460846207,15.7220247194963
7.08415541398922,15.9107465080412
7.70427173864626,16.0673179653596
